"state","yr","gva","profit","profit_share"
"Andaman and Nicobar Islands",1980,459,79,0.172113289760349
"Andaman and Nicobar Islands",1981,503,80,0.159045725646123
"Andaman and Nicobar Islands",1982,428,-86,-0.200934579439252
"Andaman and Nicobar Islands",1983,777,187,0.240669240669241
"Andaman and Nicobar Islands",1984,333,-402,-1.20720720720721
"Andaman and Nicobar Islands",1985,694,-115,-0.165706051873199
"Andaman and Nicobar Islands",1986,273,-496,-1.81684981684982
"Andaman and Nicobar Islands",1987,1212,108,0.0891089108910891
"Andaman and Nicobar Islands",1988,217,-725,-3.34101382488479
"Andaman and Nicobar Islands",1989,317,-937,-2.95583596214511
"Andaman and Nicobar Islands",1991,2509,769,0.306496612196094
"Andaman and Nicobar Islands",1992,1290,-769,-0.596124031007752
"Andaman and Nicobar Islands",1993,1525,-1308,-0.857704918032787
"Andaman and Nicobar Islands",1994,1863,-1205,-0.646806226516372
"Andaman and Nicobar Islands",1995,2422,-1457,-0.601568951279934
"Andaman and Nicobar Islands",1996,3538,487,0.137648388920294
"Andaman and Nicobar Islands",1997,4343,620,0.142758461892701
"Andaman and Nicobar Islands",1998,2128,667,0.31343984962406
"Andaman and Nicobar Islands",1999,1567,354,0.22590938098277
"Andaman and Nicobar Islands",2000,778,-212,-0.272493573264781
"Andaman and Nicobar Islands",2001,517,-568,-1.09864603481625
"Andaman and Nicobar Islands",2002,294,-461,-1.56802721088435
"Andaman and Nicobar Islands",2003,1590,17,0.0106918238993711
"Andaman and Nicobar Islands",2004,1167,-260,-0.222793487574979
"Andaman and Nicobar Islands",2005,1367,-332,-0.242867593269934
"Andaman and Nicobar Islands",2006,1586,-162,-0.102143757881463
"Andaman and Nicobar Islands",2007,2586,816,0.31554524361949
"Andaman and Nicobar Islands",2008,1541,-267,-0.173264114211551
"Andaman and Nicobar Islands",2009,1675,-364,-0.217313432835821
"Andaman and Nicobar Islands",2010,1957,-345,-0.176290240163516
"Andaman and Nicobar Islands",2011,2144,-828,-0.386194029850746
"Andaman and Nicobar Islands",2012,958,-1709,-1.7839248434238
"Andaman and Nicobar Islands",2013,1544,-763,-0.494170984455959
"Andaman and Nicobar Islands",2014,1787,-550,-0.307778399552322
"Andaman and Nicobar Islands",2015,998,-552,-0.55310621242485
"Andaman and Nicobar Islands",2016,592,-631,-1.06587837837838
"Andaman and Nicobar Islands",2017,1014,-86,-0.0848126232741617
"Andaman and Nicobar Islands",2018,1115,24,0.02152466367713
"Andaman and Nicobar Islands",2019,1057,6,0.00567644276253548
"Andaman and Nicobar Islands",2020,837,-27,-0.032258064516129
"Andaman and Nicobar Islands",2021,727,-216,-0.297111416781293
"Andaman and Nicobar Islands",2022,664,-259,-0.390060240963855
"Andaman and Nicobar Islands",2023,677,-223,-0.329394387001477
"Andhra Pradesh",1980,69663,3192,0.0458205934283623
"Andhra Pradesh",1981,82552,10289,0.12463659269309
"Andhra Pradesh",1982,114955,22531,0.195998434169893
"Andhra Pradesh",1983,153248,40244,0.262607016078513
"Andhra Pradesh",1984,168978,37838,0.223922640817148
"Andhra Pradesh",1985,156885,11380,0.0725372087835038
"Andhra Pradesh",1986,168738,6833,0.0404947314772013
"Andhra Pradesh",1987,165526,-18505,-0.111795125841258
"Andhra Pradesh",1988,228369,1551,0.00679163984603865
"Andhra Pradesh",1989,274240,10924,0.0398337222870478
"Andhra Pradesh",1991,431558,-19040,-0.0441192145667558
"Andhra Pradesh",1992,556136,-10195,-0.0183318468863731
"Andhra Pradesh",1993,614068,21981,0.0357957099213768
"Andhra Pradesh",1994,917959,193770,0.211087859043813
"Andhra Pradesh",1995,1178464,255230,0.216578529339886
"Andhra Pradesh",1996,1001255,134069,0.133900954302351
"Andhra Pradesh",1997,1417485,299998,0.211641040293195
"Andhra Pradesh",1998,991403,118801,0.119831188729508
"Andhra Pradesh",1999,1117329,137394,0.122966467352051
"Andhra Pradesh",2000,1107719,132446,0.119566424336858
"Andhra Pradesh",2001,1288221,257018,0.199513903282123
"Andhra Pradesh",2002,1427874,316768,0.221845905170904
"Andhra Pradesh",2003,1660456,547727,0.329865410465559
"Andhra Pradesh",2004,1967027,766019,0.389429834974304
"Andhra Pradesh",2005,2092933,848658,0.405487418851917
"Andhra Pradesh",2006,3116083,1594586,0.511727704300559
"Andhra Pradesh",2007,3618179,1786942,0.493878826890544
"Andhra Pradesh",2008,4075162,1931192,0.473893307799788
"Andhra Pradesh",2009,4976673,1974825,0.396816306797734
"Andhra Pradesh",2010,6848971,3263238,0.47645668232498
"Andhra Pradesh",2011,7937134,3690269,0.464937217892504
"Andhra Pradesh",2012,6457578,2191700,0.339399694436521
"Andhra Pradesh",2013,6211298,1476759,0.23775368691053
"Andhra Pradesh",2014,6895919,2225811,0.322772207736199
"Andhra Pradesh",2015,8422377,3210116,0.381141333378926
"Andhra Pradesh",2016,7760722,1939242,0.249879070529778
"Andhra Pradesh",2017,9338769,2963849,0.317370415736806
"Andhra Pradesh",2018,10646256,2900926,0.272483209120652
"Andhra Pradesh",2019,10923146,3268114,0.299191643140172
"Andhra Pradesh",2020,13585041,5458554,0.401806222005513
"Andhra Pradesh",2021,15170517,6551662,0.431868076743858
"Andhra Pradesh",2022,16471349,6855721,0.416220978621727
"Andhra Pradesh",2023,18084444,7309283,0.404175157389412
"Arunachal Pradesh",2014,36174,29414,0.81312544921767
"Arunachal Pradesh",2015,27885,19372,0.694710417787341
"Arunachal Pradesh",2016,22804,14229,0.623969479038765
"Arunachal Pradesh",2017,15791,6214,0.393515293521626
"Arunachal Pradesh",2018,15269,7277,0.476586547907525
"Arunachal Pradesh",2019,10423,3556,0.341168569509738
"Arunachal Pradesh",2020,8336,2714,0.325575815738964
"Arunachal Pradesh",2021,26023,-46398,-1.78296122660723
"Arunachal Pradesh",2022,30743,13339,0.433887388999122
"Arunachal Pradesh",2023,33249,10624,0.31952840686938
"Assam",1980,14225,4768,0.33518453427065
"Assam",1981,16312,6867,0.420978420794507
"Assam",1982,17742,7942,0.447638372224101
"Assam",1983,27638,14698,0.531804037918808
"Assam",1984,38792,23272,0.599917508764694
"Assam",1985,51604,31778,0.615804976358422
"Assam",1986,54412,34746,0.638572373741087
"Assam",1987,52838,33095,0.626348461334646
"Assam",1988,50221,14760,0.293900957766671
"Assam",1989,86634,50407,0.581838539141677
"Assam",1991,90948,40150,0.441461054668602
"Assam",1992,100415,39355,0.391923517402778
"Assam",1993,98782,56317,0.57011398837845
"Assam",1994,114535,43411,0.379019513685773
"Assam",1995,153046,61329,0.400722658547103
"Assam",1996,112222,23999,0.213852898718611
"Assam",1997,153552,46452,0.302516411378556
"Assam",1998,172175,98954,0.57472919994192
"Assam",1999,191340,106038,0.554186265286924
"Assam",2000,160468,48016,0.299224767554902
"Assam",2001,122254,25149,0.205711060578795
"Assam",2002,340751,208914,0.61309871431045
"Assam",2003,421343,278743,0.661558397789924
"Assam",2004,423007,277907,0.656979671731201
"Assam",2005,410918,253948,0.618001645097075
"Assam",2006,437932,236422,0.539860069599847
"Assam",2007,399036,191995,0.481147064425265
"Assam",2008,379004,126477,0.333708879061962
"Assam",2009,577045,306080,0.530426569851571
"Assam",2010,766187,399339,0.521203048341984
"Assam",2011,770619,354170,0.459591575084445
"Assam",2012,741784,312335,0.421059230180214
"Assam",2013,921630,461704,0.500964595336523
"Assam",2014,987322,465580,0.471558417618568
"Assam",2015,1171374,593921,0.507029351855172
"Assam",2016,1486664,867662,0.583630194852367
"Assam",2017,1578019,964598,0.611271473917614
"Assam",2018,1666585,904531,0.542745194514531
"Assam",2019,1755874,984532,0.560707658977808
"Assam",2020,1969928,1131674,0.574474803140013
"Assam",2021,2382049,1515195,0.636088930160547
"Assam",2022,2815191,1895572,0.673336906803126
"Assam",2023,2901973,1801415,0.620755258577526
"Bihar",1980,86237,7123,0.0825979567934877
"Bihar",1981,114330,15404,0.134732791043471
"Bihar",1982,153092,34930,0.228163457267525
"Bihar",1983,186854,68156,0.364755370503174
"Bihar",1984,151355,11250,0.0743285652935152
"Bihar",1985,163432,6078,0.0371897792354007
"Bihar",1986,170441,18938,0.111111763014768
"Bihar",1987,230600,39221,0.170082393755421
"Bihar",1988,299149,98110,0.327963656906759
"Bihar",1989,308424,85542,0.277351957046144
"Bihar",1991,390367,102284,0.262020099035011
"Bihar",1992,416522,37771,0.0906818847503853
"Bihar",1993,731983,352553,0.48164096707164
"Bihar",1994,507892,82552,0.1625384924354
"Bihar",1995,636636,129327,0.203141198424217
"Bihar",1996,809228,236713,0.292517065647753
"Bihar",1997,1033281,512652,0.496139965798268
"Bihar",1998,962806,482928,0.501583912023814
"Bihar",1999,961811,434810,0.452074264070592
"Bihar",2000,594586,5283,0.00888517388569526
"Bihar",2001,535176,-83615,-0.156238321598876
"Bihar",2002,915856,341680,0.373071749270628
"Bihar",2003,1026493,465965,0.453938799387819
"Bihar",2004,1911109,1363583,0.713503520730633
"Bihar",2005,1471221,913662,0.621022946246689
"Bihar",2006,1300160,658461,0.506446129707113
"Bihar",2007,2384744,1603158,0.672255806073943
"Bihar",2008,1997119,1085846,0.543706208793767
"Bihar",2009,1996067,1005433,0.503707039893952
"Bihar",2010,2744005,1499529,0.546474587327647
"Bihar",2011,2640068,1179187,0.446650237796905
"Bihar",2012,2788389,1028044,0.368687439234626
"Bihar",2013,3028117,1195177,0.394693137682593
"Bihar",2014,3339598,1127701,0.337675672341402
"Bihar",2015,2419288,328172,0.135648174173559
"Bihar",2016,3335563,833713,0.249946710645249
"Bihar",2017,3775444,1298680,0.343980734451365
"Bihar",2018,4461292,1886324,0.422820115787086
"Bihar",2019,3546394,1249942,0.352454352223695
"Bihar",2020,4176492,2004798,0.480019595392497
"Bihar",2021,6228428,3702409,0.594437151717897
"Bihar",2022,6507973,3771561,0.579529294297933
"Bihar",2023,7068184,4109337,0.581385119572439
"Chandigarh",1980,1774,483,0.272266065388952
"Chandigarh",1981,2113,587,0.277804070042593
"Chandigarh",1982,2055,387,0.188321167883212
"Chandigarh",1983,5132,3008,0.586126266562744
"Chandigarh",1984,3098,734,0.23692704970949
"Chandigarh",1985,3465,898,0.259163059163059
"Chandigarh",1986,3755,853,0.227163781624501
"Chandigarh",1987,3468,459,0.132352941176471
"Chandigarh",1988,6228,2204,0.3538856775851
"Chandigarh",1989,7233,2127,0.294068851099129
"Chandigarh",1991,8535,2542,0.297832454598711
"Chandigarh",1992,9848,3983,0.40444760357433
"Chandigarh",1993,7134,2063,0.289178581440987
"Chandigarh",1994,12905,3814,0.295544362650136
"Chandigarh",1995,14508,3269,0.225323959194927
"Chandigarh",1996,18838,5025,0.266748062427009
"Chandigarh",1997,20329,5690,0.279895715480348
"Chandigarh",1998,19283,5154,0.267282061919826
"Chandigarh",1999,19832,4778,0.240923759580476
"Chandigarh",2000,17968,2499,0.139080587711487
"Chandigarh",2001,15594,-1114,-0.071437732461203
"Chandigarh",2002,17338,1807,0.104221940246857
"Chandigarh",2003,20090,2535,0.126182180189149
"Chandigarh",2004,25537,4793,0.187688452049967
"Chandigarh",2005,27220,5563,0.204371785451874
"Chandigarh",2006,37172,8491,0.228424620682234
"Chandigarh",2007,42572,11005,0.258503241567227
"Chandigarh",2008,49497,12137,0.245206780208902
"Chandigarh",2009,57634,18291,0.317364749973974
"Chandigarh",2010,79045,29304,0.370725536087039
"Chandigarh",2011,78401,20103,0.256412545758345
"Chandigarh",2012,71614,26038,0.363588125226911
"Chandigarh",2013,77594,20403,0.262945588576436
"Chandigarh",2014,73268,21779,0.297251187421521
"Chandigarh",2015,70375,12415,0.176412078152753
"Chandigarh",2016,84214,18409,0.218597857838364
"Chandigarh",2017,70745,15186,0.214658279737084
"Chandigarh",2018,51179,-7664,-0.149748920455656
"Chandigarh",2019,59121,929,0.0157135366451853
"Chandigarh",2020,62222,7834,0.12590402108579
"Chandigarh",2021,64849,11134,0.171691159462752
"Chandigarh",2022,81756,22817,0.279086550222614
"Chandigarh",2023,83657,24586,0.293890529184647
"Madhya Pradesh",1998,942343,224030,0.237737214581103
"Madhya Pradesh",1999,1007972,241574,0.239663403348506
"Madhya Pradesh",2000,1044133,296675,0.284135258630845
"Madhya Pradesh",2001,1033332,293910,0.284429399263741
"Madhya Pradesh",2002,1072840,345063,0.32163509936244
"Madhya Pradesh",2003,1262627,490090,0.388151053319785
"Madhya Pradesh",2004,1642218,886825,0.540016611680057
"Madhya Pradesh",2005,1660371,814601,0.49061384473711
"Madhya Pradesh",2006,2631588,1594724,0.605993035383958
"Madhya Pradesh",2007,3247506,1943735,0.598531611642904
"Madhya Pradesh",2008,3571299,2030403,0.568533466394161
"Madhya Pradesh",2009,3319688,1741689,0.524654425355636
"Madhya Pradesh",2010,3574401,1515127,0.423882770847479
"Madhya Pradesh",2011,3823738,1475601,0.385905362762825
"Madhya Pradesh",2012,4384762,1890541,0.431161600105091
"Madhya Pradesh",2013,5006361,2213749,0.442187249381337
"Madhya Pradesh",2014,4955194,1526862,0.308133647239644
"Madhya Pradesh",2015,4970575,764257,0.153756255563994
"Madhya Pradesh",2016,5675283,987810,0.17405475638836
"Madhya Pradesh",2017,6855038,2183611,0.318541049663036
"Madhya Pradesh",2018,8154382,2695288,0.330532467083342
"Madhya Pradesh",2019,6934728,1315602,0.189712127137503
"Madhya Pradesh",2020,8188564,2459525,0.300360966831303
"Madhya Pradesh",2021,10684950,4919540,0.460417690302716
"Madhya Pradesh",2022,11034442,4910685,0.445032471963693
"Madhya Pradesh",2023,12615431,5559473,0.440688312591143
"Dadra and Nagar Haveli",1988,3799,793,0.208739141879442
"Dadra and Nagar Haveli",1989,6816,1440,0.211267605633803
"Dadra and Nagar Haveli",1991,10924,2920,0.267301354815086
"Dadra and Nagar Haveli",1992,8057,498,0.0618096065533077
"Dadra and Nagar Haveli",1993,11456,3307,0.28866969273743
"Dadra and Nagar Haveli",1994,28061,17180,0.612237625173729
"Dadra and Nagar Haveli",1995,40080,27369,0.682859281437126
"Dadra and Nagar Haveli",1996,79168,51340,0.648494341147939
"Dadra and Nagar Haveli",1997,173204,125873,0.726732638969077
"Dadra and Nagar Haveli",1998,201689,125178,0.620648622383967
"Dadra and Nagar Haveli",1999,227557,131441,0.577617915511279
"Dadra and Nagar Haveli",2000,224080,114758,0.512129596572653
"Dadra and Nagar Haveli",2001,272743,127162,0.466233780518657
"Dadra and Nagar Haveli",2002,303674,187045,0.615940119997102
"Dadra and Nagar Haveli",2003,331014,197098,0.595437051000864
"Dadra and Nagar Haveli",2004,550973,401480,0.728674544850655
"Dadra and Nagar Haveli",2005,382290,222794,0.582787935860211
"Dadra and Nagar Haveli",2006,580204,382670,0.659543884564739
"Dadra and Nagar Haveli",2007,607462,352705,0.580620680799787
"Dadra and Nagar Haveli",2008,891873,539847,0.605295821266032
"Dadra and Nagar Haveli",2009,800441,385801,0.481985555462551
"Dadra and Nagar Haveli",2010,866973,448907,0.517786597737184
"Dadra and Nagar Haveli",2011,964906,375257,0.388905240510475
"Dadra and Nagar Haveli",2012,1133966,621717,0.548267761114531
"Dadra and Nagar Haveli",2013,1223949,582025,0.475530434683145
"Dadra and Nagar Haveli",2014,1546769,565225,0.365423020502738
"Dadra and Nagar Haveli",2015,1554381,755962,0.486342794977551
"Dadra and Nagar Haveli",2016,1121439,132440,0.118098264818684
"Dadra and Nagar Haveli",2017,1692652,697221,0.411910422225006
"Dadra and Nagar Haveli",2018,1245806,546316,0.438524136181717
"Dadra and Nagar Haveli",2019,1347153,597846,0.44378478168404
"Dadra and Nagar Haveli & Daman & Diu",2020,2618627,1355761,0.517737348618188
"Dadra and Nagar Haveli & Daman & Diu",2021,3155914,1808282,0.572982026759918
"Dadra and Nagar Haveli & Daman & Diu",2022,3112712,1622923,0.521385531330878
"Dadra and Nagar Haveli & Daman & Diu",2023,3307237,1640688,0.496090240886879
"Daman and Diu",1989,888,115,0.129504504504505
"Daman and Diu",1991,3581,1051,0.293493437587266
"Daman and Diu",1992,4597,1781,0.387426582553839
"Daman and Diu",1993,12713,7467,0.587351529929993
"Daman and Diu",1994,27334,15851,0.579900490231946
"Daman and Diu",1995,53617,38501,0.718074491299401
"Daman and Diu",1996,62016,37361,0.602441305469556
"Daman and Diu",1997,66366,39806,0.599795075791821
"Daman and Diu",1999,182820,131975,0.721884914123181
"Daman and Diu",2000,159014,97247,0.611562503930472
"Daman and Diu",2001,198577,125352,0.631251353379294
"Daman and Diu",2002,239770,148374,0.618818033949201
"Daman and Diu",2003,263090,168288,0.63965943213349
"Daman and Diu",2004,305992,197928,0.646840440272948
"Daman and Diu",2005,488458,309267,0.633149625965794
"Daman and Diu",2006,487307,341735,0.701272503780984
"Daman and Diu",2007,719324,464197,0.645323943035406
"Daman and Diu",2008,483556,279281,0.577556684230989
"Daman and Diu",2009,631738,378790,0.599599834108444
"Daman and Diu",2010,704052,373723,0.530817325992966
"Daman and Diu",2011,725954,336783,0.463917823994358
"Daman and Diu",2012,1343987,915019,0.680824293687365
"Daman and Diu",2013,707857,286937,0.405360122171569
"Daman and Diu",2014,661228,297439,0.449828198442897
"Daman and Diu",2015,1035409,489744,0.472995695420843
"Daman and Diu",2016,813384,325475,0.400149252997354
"Daman and Diu",2017,893495,354826,0.397121416460081
"Daman and Diu",2018,816913,302012,0.369699098924855
"Daman and Diu",2019,974626,430765,0.441979795326618
"Delhi",1980,21294,1974,0.0927021696252466
"Delhi",1981,23157,2315,0.0999697715593557
"Delhi",1982,30226,3051,0.100939588433799
"Delhi",1983,37435,5581,0.149085080806732
"Delhi",1984,42794,7253,0.16948637659485
"Delhi",1985,41956,3391,0.0808227667079798
"Delhi",1986,34991,3421,0.0977679974850676
"Delhi",1987,57198,5157,0.0901604951222071
"Delhi",1988,65682,15228,0.231844340915319
"Delhi",1989,70431,14553,0.206627763342846
"Delhi",1991,123863,44553,0.359695792932514
"Delhi",1992,132813,42800,0.322257610324291
"Delhi",1993,166172,69789,0.419980502130323
"Delhi",1994,310514,168726,0.54337646611747
"Delhi",1995,252156,64933,0.257511223211028
"Delhi",1996,236087,64403,0.272793504089594
"Delhi",1997,323830,170540,0.526634345181114
"Delhi",1998,258915,115353,0.445524593013151
"Delhi",1999,323520,103029,0.318462537091988
"Delhi",2000,230267,79993,0.347392374938658
"Delhi",2001,243843,73757,0.30247741374573
"Delhi",2002,291664,102443,0.351236354160952
"Delhi",2003,234065,71227,0.304304359900028
"Delhi",2004,279529,101118,0.361744219741064
"Delhi",2005,306329,103775,0.338769754087925
"Delhi",2006,347178,115567,0.332875355005214
"Delhi",2007,397778,142601,0.358493933802272
"Delhi",2008,382383,113599,0.297081721729261
"Delhi",2009,417077,102201,0.245041083540929
"Delhi",2010,632782,238425,0.376788530647206
"Delhi",2011,661287,219973,0.332643768893083
"Delhi",2012,852465,367376,0.430957282703689
"Delhi",2013,844299,382939,0.453558514223042
"Delhi",2014,874999,286902,0.327888374729571
"Delhi",2015,836194,294132,0.351750909477944
"Delhi",2016,684411,155493,0.227192432617243
"Delhi",2017,627434,130327,0.207714277517635
"Delhi",2018,607530,58712,0.0966404951195826
"Delhi",2019,651052,98546,0.151364253546568
"Delhi",2020,616488,59148,0.0959434733522794
"Delhi",2021,619301,144905,0.233981537249254
"Delhi",2022,674799,121254,0.179689062965416
"Delhi",2023,719157,153957,0.214079818454107
"Goa",1989,20389,9409,0.461474324390603
"Goa",1991,31151,15921,0.511091136721133
"Goa",1992,25181,9698,0.385131646876613
"Goa",1993,43042,21015,0.488244040704428
"Goa",1994,37495,17230,0.459527937058275
"Goa",1995,57644,29992,0.520296995350774
"Goa",1996,72637,36163,0.497859217754037
"Goa",1997,99999,49597,0.495974959749598
"Goa",1998,131877,79407,0.60212925680748
"Goa",1999,150965,72702,0.481581823601497
"Goa",2000,172764,85252,0.493459285499294
"Goa",2001,188135,101241,0.538129534642677
"Goa",2002,214864,112600,0.524052423858813
"Goa",2003,263800,158528,0.600940106141016
"Goa",2004,338459,220002,0.65001078417179
"Goa",2005,367387,247788,0.674460446341324
"Goa",2006,398721,273134,0.68502536861615
"Goa",2007,431962,284511,0.658648214426269
"Goa",2008,542773,352932,0.650238681732511
"Goa",2009,620976,392321,0.631781260467393
"Goa",2010,655451,380745,0.580890104676017
"Goa",2011,1266484,956604,0.755322609681607
"Goa",2012,1132424,847432,0.748334546071083
"Goa",2013,839487,528844,0.629960916607404
"Goa",2014,1474278,1063276,0.721218114900989
"Goa",2015,1617738,1188927,0.734931738019383
"Goa",2016,1508028,1047095,0.694347187187506
"Goa",2017,1545320,1019839,0.659953278285404
"Goa",2018,1513420,943855,0.623657015237013
"Goa",2019,1465440,859725,0.586666803144448
"Goa",2020,1474927,825906,0.559963984658224
"Goa",2021,1567348,903027,0.576149648961175
"Goa",2022,1663910,963469,0.579039130722215
"Goa",2023,1691959,849248,0.501931784399031
"Goa, Daman and Diu",1980,7448,3646,0.48952738990333
"Goa, Daman and Diu",1981,4865,533,0.109558067831449
"Goa, Daman and Diu",1982,8691,4358,0.501438269474169
"Goa, Daman and Diu",1983,6152,915,0.148732119635891
"Goa, Daman and Diu",1984,9927,3953,0.398206910446258
"Goa, Daman and Diu",1985,12174,5928,0.486939379004436
"Goa, Daman and Diu",1986,13218,5554,0.420184596761991
"Goa, Daman and Diu",1987,10639,2428,0.228216937682113
"Goa, Daman and Diu",1988,15394,6339,0.411783811874756
"Gujarat",1980,135393,24560,0.181397856610017
"Gujarat",1981,148564,35177,0.236780108236181
"Gujarat",1982,180529,38347,0.212414625904979
"Gujarat",1983,275793,88831,0.322093019039642
"Gujarat",1984,257059,63713,0.24785360559249
"Gujarat",1985,265385,57566,0.216915047949206
"Gujarat",1986,312654,71672,0.229237431793612
"Gujarat",1987,356601,66676,0.186976480716543
"Gujarat",1988,574170,250430,0.436160022293049
"Gujarat",1989,457989,101456,0.221524971123761
"Gujarat",1991,519548,39555,0.0761334852602647
"Gujarat",1992,978453,271336,0.277311224964306
"Gujarat",1993,1111215,346686,0.311988229100579
"Gujarat",1994,1446577,631324,0.436426128716273
"Gujarat",1995,2125496,774024,0.364161588636252
"Gujarat",1996,2138993,807867,0.377685667975538
"Gujarat",1997,1881857,107658,0.0572083851217175
"Gujarat",1998,2351370,741254,0.315243453816286
"Gujarat",1999,2538333,650316,0.256198063847415
"Gujarat",2000,2299207,412624,0.179463615063802
"Gujarat",2001,2459171,368841,0.149985909885892
"Gujarat",2002,3113488,1119278,0.359493275708787
"Gujarat",2003,3692222,1711617,0.463573696272868
"Gujarat",2004,4462402,2345939,0.525712161297884
"Gujarat",2005,5768839,3417269,0.592366852325052
"Gujarat",2006,6058029,3126475,0.516087823283778
"Gujarat",2007,7522540,4234836,0.562952938768023
"Gujarat",2008,7476367,3702367,0.495209371075551
"Gujarat",2009,10826974,6186395,0.571387259265608
"Gujarat",2010,10962242,5492939,0.501078064140529
"Gujarat",2011,11048718,4530041,0.410006029658826
"Gujarat",2012,14685175,7402933,0.504109280277559
"Gujarat",2013,15554032,7547549,0.485247105059318
"Gujarat",2014,19645125,10794606,0.549480138202226
"Gujarat",2015,21095627,11339885,0.537546715250511
"Gujarat",2016,19921069,9282118,0.465944774349208
"Gujarat",2017,22076691,9549224,0.432547794413574
"Gujarat",2018,22897857,8631789,0.376969294550141
"Gujarat",2019,23548411,8615510,0.365863751910904
"Gujarat",2020,24226697,9359542,0.386331739733237
"Gujarat",2021,30032277,14356154,0.478024160472414
"Gujarat",2022,32481602,14991973,0.461552758389195
"Gujarat",2023,34920541,14797315,0.423742432856352
"Haryana",1980,49388,19546,0.395764153235604
"Haryana",1981,52382,16723,0.319250887709519
"Haryana",1982,60684,14394,0.23719596598774
"Haryana",1983,85092,32528,0.382268603393974
"Haryana",1984,71392,11275,0.157930860600628
"Haryana",1985,82192,10306,0.125389332295114
"Haryana",1986,90343,11271,0.124757867239299
"Haryana",1987,100184,-4659,-0.0465044318454045
"Haryana",1988,122548,11526,0.0940529425204818
"Haryana",1989,141403,12491,0.0883361739142734
"Haryana",1991,206898,27735,0.134051561639069
"Haryana",1992,198099,-7691,-0.0388240223322682
"Haryana",1993,255338,23354,0.0914630803092372
"Haryana",1994,368451,72687,0.197277249892116
"Haryana",1995,556949,161752,0.290425155624662
"Haryana",1996,650946,220314,0.338452037496198
"Haryana",1997,583424,97169,0.166549542014041
"Haryana",1998,648639,175350,0.27033527123716
"Haryana",1999,780784,247555,0.317059519662288
"Haryana",2000,710569,133655,0.188095737359778
"Haryana",2001,821435,225892,0.274996804372835
"Haryana",2002,941657,336324,0.357161896529203
